Image;Class;Mean;Variance;Standard Deviation;Entropy;Skewness;Kurtosis;Contrast;Energy;ASM;Homogeneity;Dissimilarity;Correlation;Coarseness
Image2200;0;122.072.296.142.578;593.613.189.191.172;243.641.784.017.268;0.072914811034085;241.069.766.152.537;604.493.341.818.693;101.132.429.614.181;0.235992899345118;0.055692648541315;0.569184750410094;360.414.494.264.859;0.946180649237923;7,46E-141
Image2201;0;379.127.502.441.406;236.994.028.402.929;153.946.103.686.624;0.135700993422497;43.931.941.053.708;196.482.758.376.998;189.813.565.340.909;0.32892246014313;0.108189984786609;0.611625061260568;491.335.227.272.727;0.916114723283989;7,46E-141
Image2202;0;108.302.459.716.797;470.993.396.514.995;217.023.822.774.136;0.08225376184138;241.121.770.347.391;607.644.780.803.522;609.065.366.604.657;0.252042223165128;0.06352528225802;0.559173874080256;289.011.482.455.578;0.960704237219975;7,46E-141
Image2203;0;690.957.641.601.563;340.450.135.007.991;184.512.908.764.669;0.097934632371217;305.391.114.008.632;960.806.719.117.951;811.340.441.736.481;0.276574156190513;0.076493263872494;0.562049404037288;332.578.065.498.858;0.950113415532324;7,46E-141
Image2204;0;558.316.040.039.063;281.188.828.557.003;16.768.685.952.006;0.118919578670456;337.419.807.691.362;116.957.074.092.404;926.824.665.350.011;0.306780502131045;0.094114276487776;0.588037834762771;332.389.730.085.583;0.943962105558632;7,46E-141
Image2205;0;813.026.428.222.656;451.821.046.581.204;21.256.082.578.434;0.199724944286092;30.537.354.395.461;982.860.297.838.099;671.009.803.921.569;0.405887575407206;0.16474472386994;0.611195730256998;313.347.338.935.574;0.972531096093706;7,46E-141
Image2206;0;157.555.999.755.859;654.581.759.705.351;255.847.954.790.604;0.054627086852957;206.638.216.224.298;456.421.781.791.323;779.159.741.935.484;0.202987862751835;0.041204072424558;0.525585736489615;325.470.967.741.935;0.951487771802208;7,46E-141
Image2207;0;105.546.112.060.547;508.195.544.439.335;225.431.928.625.768;0.067180695979031;25.182.998.531.324;652.366.378.727.964;883.353.266.888.151;0.226080908779673;0.051112577314643;0.547655877376601;321.579.918.789.221;0.945906577363693;7,46E-141
Image2208;0;617.837.524.414.063;33.733.556.435.592;183.666.971.542.496;0.071591553404401;329.396.742.798.303;109.948.683.838.634;100.267.307.218.527;0.233627217064229;0.054581676553176;0.548221359879061;351.293.422.025.129;0.93835019922896;7,46E-141
Image2209;1;554.739.379.882.813;575.091.810.883.515;239.810.719.294.096;0.029570776720689;505.475.195.926.752;275.642.250.826.055;182.605.656.848.995;0.148052541126317;0.02191955493396;0.372424093376643;636.115.007.012.623;0.963897563952408;7,46E-141
Image2210;0;151.972.198.486.328;64.457.933.347.071;253.885.669.834.024;0.059786717450183;209.910.153.966.023;46.853.690.560.254;752.196.519.524.618;0.212751830877091;0.045263341541554;0.537697689817792;310.038.200.339.559;0.954260744998773;7,46E-141
Image2211;0;485.617.065.429.688;278.164.099.163.942;166.782.522.814.575;0.109850396787351;37.257.003.275.733;140.477.359.463.034;128.511.788.384.129;0.293497275041485;0.086140650456777;0.576913375194174;391.000.575.043.128;0.932212445437508;7,46E-141
Image2212;0;799.800.109.863.281;735.345.384.357.911;271.172.525.222.949;0.284557336481215;381.021.827.170.865;151.264.429.442.593;125.136.074.766.355;0.49240311358991;0.242460826273037;0.670027064140431;36.014.953.271.028;0.977838069250372;7,46E-141
Image2213;1;124.087.677.001.953;137.771.507.042.228;371.175.843.829.078;0.002864565298621;354.946.785.098.813;1.317.950.811.463;261.236.335.315.775;0.04473532656046;0.002001249442471;0.349073181828476;712.984.990.087.794;0.945730843197615;7,46E-141
Image2214;1;114.918.518.066.406;160.832.432.329.794;126.819.727.302.102;0.01111825181946;114.845.489.319.258;135.343.998.143.075;294.252.204.585.538;0.088737238011247;0.007874297409865;0.32230423978584;687.301.587.301.587;0.92402019960785;7,46E-141
Image2215;1;174.990.997.314.453;180.050.789.345.764;424.323.920.308.252;0.005010196362752;299.587.014.319.495;938.169.931.856.849;273.308.100.289.296;0.059458060174716;0.00353526091974;0.379989682826892;674.763.741.562.199;0.951694589546257;7,46E-141
Image2216;1;201.926.879.882.812;200.707.716.658.593;448.004.148.037.262;0.004687856432538;279.832.503.901.049;825.146.550.904.031;287.836.117.097.701;0.057559382092115;0.003313082466826;0.330154263919899;783.952.945.402.299;0.93481812669674;7,46E-141
Image2217;1;125.236.511.230.469;13.701.584.441.934;370.156.513.409.314;0.004962376525477;343.027.058.013.371;122.595.202.976.093;181.865.121.806.298;0.059065074366244;0.00348868300989;0.363417855266559;602.703.505.644.682;0.942202244965416;7,46E-141
Image2218;1;247.798.156.738.281;341.789.034.683.627;184.875.372.801.146;0.016117108390235;7.934.115.378.337;652.625.670.194.241;227.719.814.241.486;0.10777151595882;0.011614699652062;0.416952184651262;591.021.671.826.626;0.95492068720259;7,46E-141
Image2219;1;520.773.315.429.688;452.608.486.449.928;212.745.972.100.514;0.002927542127178;466.079.792.133.119;231.150.323.061.213;184.473.737.888.832;0.045264523881752;0.002048877122242;0.310490733646018;661.091.279.959.204;0.902028086407073;7,46E-141
Image2220;0;614.031.982.421.875;458.926.927.291.504;214.225.798.467.762;0.106238713676322;387.251.754.130.106;154.398.922.578.214;230.732.892.466.935;0.28916980127295;0.083619173968238;0.545941831135521;543.933.294.997.125;0.930050101301378;7,46E-141
Image2221;0;654.716.491.699.219;404.369.273.474.036;201.089.351.650.961;0.213944140483775;34.768.674.403.526;124.876.181.033.387;527.743.036.837.376;0.420900163630392;0.177156947744091;0.69402482502825;231.590.296.495.957;0.980545498048559;7,46E-141
Image2222;0;160.985.412.597.656;844.350.121.821.939;290.577.033.129.244;0.122893565101271;220.323.185.674.202;520.307.596.488.808;66.400.677.801.985;0.312170465734448;0.097450399676862;0.618218965102901;289.711.934.156.379;0.977158119815945;7,46E-141
Image2223;1;391.790.771.484.375;429.720.873.855.637;207.297.099.317.776;0.002248511227841;577.053.323.375.736;348.387.637.711.812;780.434.589.800.444;0.039517644662908;0.001561644239704;0.347839317672427;466.164.079.822.616;0.942754501440214;7,46E-141
Image2224;0;788.328.552.246.094;439.760.330.423.693;209.704.632.858.622;0.135092761722542;303.716.040.999.577;94.845.665.843.896;101.502.342.529.932;0.328057099030662;0.107621460224414;0.631751648316463;354.207.877.841.402;0.955294576416611;7,46E-141
Image2225;0;729.560.852.050.781;450.550.828.369.768;212.261.826.141.623;0.197032029243739;330.840.957.627.844;113.198.618.591.526;67.993.374.108.053;0.402577459454523;0.162068610860859;0.674684857467159;258.053.007.135.576;0.975674353086294;7,46E-141
Image2226;0;133.025.970.458.984;725.556.044.203.374;269.361.475.382.686;0.109063379402695;243.270.770.401.078;619.791.013.463.724;634.134.154.283.346;0.292811332162241;0.085738476242626;0.605887389952954;289.799.301.403.114;0.976443987926748;7,46E-141
Image2227;0;169.755.554.199.219;87.951.464.239.261;296.566.121.192.663;0.125998765372724;212.822.558.617.261;489.778.709.791.754;698.140.740.740.741;0.316442329364746;0.100135747813786;0.611394290246763;287.731.481.481.481;0.976319587286065;7,46E-141
Image2228;1;130.364.990.234.375;804.014.077.985.662;283.551.420.025.656;0.013233729149329;264.758.551.023.982;726.576.124.530.254;590.944.594.973.372;0.096376557827897;0.009288440898754;0.516847092945426;30.886.667.289.545;0.943730003260727;7,46E-141
Image2229;1;401.010.131.835.938;435.569.069.298.756;208.702.915.480.057;0.002339551637191;571.118.932.461.928;338.924.012.820.307;237.738.095.238.095;0.040318789129745;0.001625604756889;0.264550954742295;797.780.468.119.451;0.907942095964176;7,46E-141
Image2230;0;877.925.109.863.281;783.780.295.227.075;279.960.764.255.828;0.125410581305072;356.315.957.374.466;12.970.687.560.716;401.717.636.131.429;0.315808748751653;0.099735165788085;0.564346786276328;69.272.030.651.341;0.922637894642858;7,46E-141
Image2231;1;29.560.546.875;387.238.357.988.885;196.783.728.491.175;0.001954236328989;699.901.837.437.186;499.385.878.791.583;161.736.842.105.263;0.036831846435931;0.00135658491188;0.240578005472264;721.052.631.578.947;0.924758187843208;7,46E-141
Image2232;0;640.631.103.515.625;533.099.452.181.862;230.889.465.368.575;0.146895006340572;398.670.817.995.354;16.262.423.889.094;29.555.027.173.913;0.34374986574151;0.118163970197306;0.591408880594291;595.244.565.217.391;0.932281958474977;7,46E-141
Image2233;0;5.546.142.578.125;250.286.130.494.143;158.204.339.540.401;0.113115306579995;336.939.638.789.672;118.733.649.240.855;425.211.824.515.157;0.298858545328841;0.089316430116071;0.573333596064223;295.556.392.393.146;0.970546321314342;7,46E-141
Image2234;0;696.267.700.195.313;31.509.324.246.322;177.508.659.637.557;0.106142012091061;318.201.903.472.889;108.049.806.265.559;525.259.248.254.346;0.289106871625533;0.083582783221102;0.55191406192425;332.833.160.005.943;0.967503007908712;7,46E-141
Image2235;0;121.539.916.992.188;512.176.765.685.559;226.313.226.676.118;0.078828827493821;246.955.492.811.707;696.465.617.159.771;100.500.805.325.889;0.246701800503116;0.060861778371479;0.532840805472882;402.190.486.416.837;0.941841479293336;7,46E-141
Image2236;0;109.112.091.064.453;470.967.866.549.784;217.017.940.859.687;0.069035185296388;250.239.772.168.355;664.005.368.278.748;748.366.769.230.769;0.229954339692025;0.052878998343195;0.520915111035716;386.769.230.769.231;0.953417601209995;7,46E-141
Image2237;0;865.594.482.421.875;390.017.222.256.395;197.488.536.947.438;0.061917020311415;27.876.600.386.659;813.086.220.712.268;771.237.391.237.391;0.21688335733692;0.047038390689734;0.518536015589871;387.833.987.833.988;0.947942464143857;7,46E-141
Image2238;0;586.041.259.765.625;264.942.401.647.496;162.770.513.806.247;0.106662700883671;332.345.562.841.345;115.893.535.043.086;498.519.118.308.592;0.289806407940959;0.083987754083642;0.541941567523405;326.531.713.900.135;0.966249235922871;7,46E-141
Image2239;0;101.586.761.474.609;444.394.432.492.753;210.806.648.968.374;0.068879212892658;259.012.899.714.177;706.560.171.165.121;699.955.749.332.986;0.229703181674727;0.052763551671493;0.526151104503083;373.319.450.771.133;0.955946125176868;7,46E-141
Image2240;0;789.505.004.882.813;362.578.716.777.083;190.414.998.562.898;0.060417301027141;292.134.647.594.485;894.381.183.457.411;787.715.633.423.181;0.214076622037921;0.045828800103167;0.504049378385352;410.057.277.628.032;0.945849502387562;7,46E-141
Image2241;0;354.403.686.523.437;141.818.437.036.082;119.087.546.383.357;0.216645902141768;383.200.660.403.727;152.193.199.843.483;27.198.878.991.092;0.423845331748623;0.1796448652451;0.671965509865352;206.926.233.610.249;0.974905311539393;7,46E-141
Image2242;0;592.884.826.660.156;226.222.323.205.776;150.406.889.205.839;0.145069023098238;304.397.382.653.322;973.750.181.793.452;305.034.895.314.058;0.341371946892978;0.116534806125502;0.611994938411028;23.939.609.742.202;0.973830331938402;7,46E-141
Image2243;0;799.360.656.738.281;28.357.700.061.063;168.397.446.717.767;0.099681242642765;257.521.546.039.521;698.871.154.923.098;279.157.234.251.968;0.279141827843385;0.077920160051746;0.585866246449637;24.351.624.015.748;0.974874157863332;7,46E-141
Image2244;0;913.809.204.101.562;297.693.794.037.222;172.538.052.045.693;0.109999640524212;237.758.192.793.355;620.405.108.475.568;340.783.257.355.988;0.294166920976186;0.08653417739661;0.589739784575078;251.864.898.466.639;0.967913201673166;7,46E-141
Image2245;0;435.176.086.425.781;176.558.925.424.163;132.875.477.581.141;0.183575427839885;350.254.270.724.123;127.093.450.226.021;297.183.801.775.148;0.387288994082361;0.149992764937327;0.650223747388391;22.237.426.035.503;0.97459537788169;7,46E-141
Image2246;0;687.980.651.855.469;254.099.285.023.077;159.404.919.943.858;0.130169263766327;279.059.883.078.787;820.577.874.962.607;26.902.243.902.439;0.322031583958508;0.103704341066825;0.612475881148825;225.951.219.512.195;0.976765336042349;7,46E-141
Image2247;0;803.744.506.835.938;270.172.669.359.105;164.369.300.466.695;0.080347200853628;255.489.004.008.139;691.370.335.284.218;31.340.780.076.909;0.248958223107107;0.061980196852648;0.566199918498026;262.003.296.099.615;0.968580585152776;7,46E-141
Image2248;0;460.794.067.382.813;16.602.496.652.878;128.850.675.795.193;0.073872509055235;332.455.936.348.964;116.025.139.133.348;446.955.636.955.637;0.238014346067839;0.056650828934101;0.548270463142824;3.004.884.004.884;0.94737238225433;7,46E-141
Image2249;1;32.061.767.578.125;357.913.652.621.659;189.186.059.904.439;0.076130943282709;644.889.722.922.068;431.670.090.386.537;206.521.370.812.476;0.242362420012879;0.058739542634499;0.462632290794762;600.924.143.242.203;0.966297941726371;7,46E-141
Image2250;1;695.909.118.652.344;480.639.554.861.299;219.234.932.175.805;0.013578821850655;425.430.199.672.497;207.755.873.239.143;955.425.429.553.265;0.098710238091222;0.009743711104026;0.408844410355135;420.453.608.247.423;0.961985083372141;7,46E-141
Image2251;1;87.672.119.140.625;391.524.300.919.305;197.869.730.105.265;0.003570925539186;316.974.215.112.509;115.407.227.360.916;605.355.652.173.913;0.049847290427354;0.002484752362949;0.390506338424882;415.626.086.956.522;0.945161742730803;7,46E-141
Image2252;1;274.128.723.144.531;282.189.312.447.805;167.984.913.741.623;0.083198445941917;668.611.868.118.937;468.004.892.277.599;190.222.641.509.434;0.254235899446834;0.064635892567541;0.432040676353936;574.633.123.689.727;0.962728376635084;7,46E-141
Image2253;0;240.742.492.675.781;122.003.829.383.669;110.455.343.638.807;0.208705518477171;49.096.106.084.525;246.052.694.557.701;104.432.692.307.692;0.415299403653022;0.172473594674556;0.648639751811977;361.461.538.461.538;0.931044955765383;7,46E-141
Image2254;0;109.072.113.037.109;123.976.908.243.343;352.103.547.615.389;0.241050278527836;356.950.353.583.781;130.555.805.650.958;213.535.576.923.077;0.449496739462014;0.202047318786982;0.664813365471001;417.826.923.076.923;0.976101394925546;7,46E-141
Image2255;1;499.343.872.070.313;837.608.629.387.572;289.414.690.260.804;0.00118379394366;620.161.568.267.597;396.822.511.036.361;986.743.315.508.021;0.028655817575548;0.000821155880923;0.218661760788401;625.187.165.775.401;0.960240859446098;7,46E-141
Image2256;1;154.667.510.986.328;19.404.343.042.607;440.503.610.003.448;0.010144841073542;344.822.148.162.507;127.484.537.217.938;283.206.516.095.535;0.085251079226075;0.00726774650921;0.356048226202993;827.972.481.827.622;0.955150663350757;7,46E-141
Image2257;0;123.384.552.001.953;136.720.899.179.962;369.757.892.654.047;0.209428049020289;336.483.470.988.955;11.642.240.997.437;218.064.309.254.476;0.416409438849644;0.173396820763076;0.633961120424626;449.630.355.393.248;0.975315608979817;7,46E-141
Image2258;0;185.001.983.642.578;173.979.408.638.794;417.108.389.556.952;0.1500363752203;269.731.471.970.638;768.736.532.714.155;177.563.607.283.465;0.347999148340735;0.121103407245877;0.542077627643867;509.325.787.401.575;0.977034896270441;7,46E-141
Image2259;0;242.773.742.675.781;201.014.583.162.322;448.346.498.996.393;0.130998550028129;224.626.057.712.169;542.735.924.689.193;175.088.667.058.133;0.323500345238826;0.10465247336964;0.54727216034153;497.220.591.113.721;0.97548649546034;7,46E-141
Image2260;1;272.078.704.833.984;240.370.569.037.106;49.027.601.311.619;0.016029215740735;253.490.922.535.127;725.040.296.436.159;204.163.303.986.305;0.107757064002396;0.011611584842417;0.392874771310759;646.337.735.387.625;0.965456054119394;7,46E-141
Image2261;1;105.619.354.248.047;188.287.628.161.846;43.392.122.345.173;0.001960726399369;455.163.420.142.067;214.091.451.225.041;98.526.141.992.295;0.03690886232054;0.001362264117797;0.290371948165571;594.221.243.808.476;0.977955950328503;7,46E-141
Image2262;1;257.528.381.347.656;187.889.803.414.466;433.462.574.410.371;0.054021681350159;228.444.021.114.531;581.477.740.000.267;109.541.921.483.527;0.202549607774246;0.041026343609501;0.476080590032831;455.652.002.367.331;0.980221407554504;7,46E-141
Image2263;1;2.999.072.265.625;228.450.334.561.837;477.964.783.809.265;0.027169748639111;217.919.045.286.752;521.562.238.415.552;957.643.973.673.386;0.141531391285901;0.020031134719323;0.454342529697377;446.246.400.658.165;0.98198828016799;7,46E-141
Image2264;0;197.668.914.794.922;155.209.623.506.845;393.966.525.870.974;0.084782473367487;242.097.651.264.423;61.458.603.015.418;868.621.391.783.447;0.256458297801952;0.065770858511475;0.549724520558172;384.668.822.613.487;0.984183703179185;7,46E-141
Image2265;1;301.636.047.363.281;211.202.752.885.348;459.568.006.812.211;0.052658967982197;207.772.053.525.597;483.278.265.374.035;102.741.436.415.933;0.199886381399587;0.039954565469021;0.469942967694514;451.551.468.665.563;0.982270737305585;7,46E-141
Image2266;0;118.126.983.642.578;108.033.632.449.238;328.684.700.661.954;0.096422259617808;319.898.385.379.455;104.864.468.766.915;997.361.058.601.134;0.274456569547392;0.075326408567722;0.528206210712749;457.315.689.981.096;0.982954064658972;7,46E-141
Image2267;0;88.572.998.046.875;279.825.897.969.717;167.279.974.285.542;0.092948339919583;229.834.763.004.111;55.806.688.201.943;406.939.124.487.004;0.268573794837194;0.072131883273251;0.587543370706616;238.429.092.567.259;0.955538100235799;7,46E-141
Image2268;1;287.785.339.355.469;467.874.800.611.711;216.304.137.873.438;0.002983078318505;781.121.290.828.591;62.109.819.204.807;40.513.440.860.215;0.045527297367241;0.002072734805565;0.321865034525877;406.720.430.107.527;0.966907083774467;7,46E-141
Image2269;1;210.210.266.113.281;217.935.801.355.681;466.835.946.940.337;0.01908558864933;266.284.992.476.105;732.212.756.080.925;160.135.186.184.566;0.117655430628533;0.013842800356386;0.477051944590438;410.604.425.256.341;0.965583324196551;7,46E-141
Image2270;1;175.648.498.535.156;182.836.085.443.968;427.593.364.593.006;0.025132505792667;285.980.221.148.991;843.708.088.939.597;18.292.061.421.116;0.135782683003847;0.018436937003723;0.474186955688919;455.329.185.066.239;0.963031816815589;7,46E-141
Image2271;1;774.740.600.585.938;939.246.363.255.163;306.471.265.089.431;0.009756997654408;431.174.546.503.735;190.558.693.384.767;100.971.477.747.726;0.083323173300511;0.006942751208867;0.413682962194885;451.512.171.133.514;0.969754297401;7,46E-141
Image2272;1;406.326.293.945.313;641.650.863.294.469;253.308.283.183.647;0.003846305462575;651.659.049.766.544;431.684.568.767.118;357.767.354.596.623;0.051713056311886;0.002674240193116;0.396408321544434;340.525.328.330.206;0.967041857244616;7,46E-141
Image2273;1;817.326.354.980.469;940.635.901.576.618;306.697.880.914.854;0.00493699181172;411.742.096.726.024;173.951.271.138.149;896.722.068.328.717;0.05882125055512;0.003459939516868;0.39847058603219;431.209.602.954.755;0.959250601385168;7,46E-141
Image2274;0;224.374.542.236.328;129.491.050.414.044;359.848.649.315.298;0.060641508083738;205.749.136.882.741;456.718.776.467.084;159.694.378.930.818;0.214923437380731;0.046192083935549;0.499101300140829;446.992.924.528.302;0.952596343051405;7,46E-141
Image2275;0;134.293.060.302.734;589.713.005.522.361;242.840.071.965.555;0.084908817596055;224.458.690.227.902;534.139.109.690.863;4.252.000.630.948;0.256227015594157;0.065652283520288;0.602463327348924;248.824.859.351.175;0.977666814861582;7,46E-141
Image2276;1;161.029.052.734.375;164.381.189.438.729;128.211.227.838.567;0.009090593459921;843.344.050.513.899;735.791.169.436.891;2.058.125;0.080486074356384;0.006478008165301;0.304637691491964;653.351.449.275.362;0.913925574579575;7,46E-141
Image2277;0;122.793.579.101.563;544.624.767.314.356;23.337.197.074.935;0.105942393810662;232.701.084.275.449;57.376.591.804.845;396.318.678.390.621;0.288327628869264;0.083132821569372;0.615065568602703;233.285.371.702.638;0.979450022319623;7,46E-141
Image2278;1;322.230.529.785.156;307.092.324.014.392;175.240.498.747.975;0.043044506447279;58.780.150.500.366;357.356.449.939.042;191.541.287.878.788;0.179605379336203;0.032258092286501;0.473272842391633;493.522.727.272.727;0.947441092064407;7,46E-141
Image2279;0;160.584.259.033.203;830.905.201.194.105;288.254.262.968.322;0.113933697444255;222.457.988.829.414;538.564.839.602.373;902.455.985.915.493;0.30011992799367;0.090071971178926;0.53910959806482;395.823.552.425.665;0.96793997891094;7,46E-141
Image2280;0;15.148.681.640.625;812.436.339.957.851;28.503.268.934.595;0.108476419631636;232.312.355.912.203;579.182.157.484.367;838.440.767.008.143;0.292366114552224;0.085477944938364;0.540853210252472;376.285.789.335.435;0.970600291928237;7,46E-141
Image2281;1;782.637.023.925.781;58.451.833.522.853;241.768.140.007.845;0.001774047532256;397.381.842.601.021;179.817.264.078.417;184.368.358.208.955;0.035117630036884;0.001233247939407;0.298829792569466;748.955.223.880.597;0.912969213772579;7,46E-141
Image2282;0;789.112.854.003.906;480.876.314.655.036;219.288.922.350.181;0.187436754812598;326.560.715.984.012;111.621.923.887.986;760.138.838.143.953;0.392115930058941;0.153754902605988;0.634480295749297;310.485.933.503.836;0.973014352008112;7,46E-141
Image2283;0;141.442.413.330.078;718.993.106.136.754;268.140.468.064.176;0.135595569271851;235.510.434.299.995;6.029.180.013.645;822.747.446.975.648;0.329402999276854;0.108506335932587;0.568599132918854;376.472.898.664.572;0.969025325535415;7,46E-141
Image2284;0;172.814.483.642.578;813.623.647.879.635;285.240.889.053.382;0.101232171756894;211.571.874.547.319;495.219.294.167.087;833.240.049.751.244;0.281888138778221;0.07946092278385;0.536203192931774;383.519.900.497.512;0.967337680881477;7,46E-141
Image2285;0;89.581.298.828.125;547.039.460.764.897;233.888.747.220.745;0.175793617293933;311.405.294.045.034;101.744.137.326.348;867.384.493.357.129;0.378754955585836;0.143455316380828;0.624274125302161;336.995.174.829.797;0.970660547684614;7,46E-141
Image2286;0;116.962.738.037.109;6.040.711.048.646;24.577.858.020.271;0.124455066395918;258.583.160.170.414;713.613.616.644.338;654.218.829.516.539;0.314672677312753;0.099018893847176;0.56307673891365;340.514.560.361.889;0.973533741504903;7,46E-141
Image2287;1;577.449.035.644.531;398.131.662.757.184;199.532.368.992.398;0.004834945972683;44.987.377.496.131;221.283.458.610.446;142.196.728.307.255;0.058367604838869;0.003406777294626;0.368427845648275;582.830.725.462.304;0.949915457626617;7,46E-141
Image2288;0;153.626.556.396.484;969.816.619.655.927;311.418.788.716.405;0.141717979867704;250.651.428.649.522;683.776.938.074.813;126.957.249.466.951;0.337405431899703;0.113842425475425;0.555601730113;433.422.174.840.085;0.966919372296646;7,46E-141
Image2289;1;184.682.159.423.828;171.343.525.678.568;413.936.620.364.239;0.001807846109455;304.009.014.422.353;100.005.371.960.566;136.393.615.185.505;0.035516354327451;0.001261411424713;0.294714280011418;656.151.855.047.455;0.971349677804041;7,46E-141
Image2290;1;1.725.244.140.625;184.882.582.026.804;429.979.746.065.794;0.001527145089913;319.628.017.927.734;109.335.957.782.029;128.851.000.425.713;0.032643997666231;0.001065630583633;0.260683953663157;714.985.100.042.571;0.973129590241973;7,46E-141
Image2291;1;140.846.710.205.078;160.601.608.282.773;400.751.304.779.876;0.001929921822671;348.891.146.681.325;129.628.559.410.109;122.659.189.189.189;0.036730788720489;0.001349150840029;0.266883749062199;680.756.756.756.757;0.971158115877952;7,46E-141
Image2292;1;557.118.225.097.656;806.213.787.997.722;283.939.040.640.367;0.001057598062934;556.718.835.932.177;321.386.661.845.106;132.419.117.647.059;0.027085828560417;0.000733642108804;0.231121533090484;71.593.137.254.902;0.955581221282507;7,46E-141
Image2293;1;166.143.188.476.563;188.500.406.962.321;434.166.335.593.078;0.001003944577103;325.549.373.414.417;112.487.758.632.912;132.570.987.654.321;0.02640882896764;0.000697426247442;0.253676053432923;715.194.681.861.349;0.969065760064389;7,46E-141
Image2294;1;127.227.325.439.453;144.147.316.310.819;379.667.375.884.232;0.001291509729847;364.307.773.399.335;141.747.035.930.451;109.410.294.117.647;0.029971331457621;0.000898280709343;0.262368632884285;654.352.941.176.471;0.972395073985474;7,46E-141
Image2295;1;449.180.603.027.344;64.029.762.734.883;253.041.029.745.935;0.001092388013519;608.064.407.005.134;383.820.693.659.725;971.335.685.483.871;0.02752634560668;0.000757699702458;0.203647337210086;704.788.306.451.613;0.954319474665567;7,46E-141
Image2296;0;707.298.278.808.594;462.076.561.308.239;214.959.661.636.373;0.198249379313803;353.052.523.492.939;129.778.133.606.954;683.239.510.489.511;0.404218549921682;0.163392636100787;0.607860280410578;329.038.461.538.462;0.977642798674451;7,46E-141
Image2297;1;192.663.269.042.969;156.895.902.684.194;396.100.874.379.486;0.014274366900115;289.877.890.808.891;942.302.892.698.346;157.469.642.857.143;0.101735426173853;0.010350096938776;0.350313557512883;650.778.571.428.571;0.966663674072341;7,46E-141
Image2298;1;450.250.244.140.625;651.540.824.714.513;255.252.977.399.777;0.001159435121489;631.323.708.028.781;422.074.099.665.118;20.262.003.968.254;0.028365036618047;0.000804575302343;0.200941760900782;918.551.587.301.587;0.944608248452791;7,46E-141
Image2299;0;124.698.181.152.344;810.461.168.372.772;284.685.996.911.118;0.101860351517048;278.647.755.382.856;819.391.365.001.254;123.432.027.972.028;0.282919865078855;0.080043650056237;0.493860406017524;49.972.027.972.028;0.964049705595889;7,46E-141
Image2300;0;68.682.861.328.125;486.602.721.467.355;220.590.734.498.835;0.105054760749425;375.784.962.159.273;148.107.904.468.505;163.971.692.595.625;0.287672927845711;0.082755713415324;0.467184501478018;607.509.650.251.491;0.949811684980141;7,46E-141
Image2301;1;112.745.208.740.234;118.063.453.463.078;343.603.628.419.547;0.001081818997307;399.529.417.955.471;180.326.925.098.882;177.909.050.576.752;0.027401303499698;0.000750831433483;0.264425178255674;793.093.759.242.828;0.955533507634866;7,46E-141
Image2302;1;188.454.437.255.859;166.713.029.702.674;408.305.069.406.043;0.00292203839155;300.879.070.698.384;101.805.314.276.505;131.129.957.446.809;0.045218928240881;0.002044751471254;0.308615434715161;657.676.595.744.681;0.966067367334459;7,46E-141
Image2303;0;107.504.577.636.719;712.325.972.835.798;266.894.356.035.454;0.098725863254824;299.094.608.154.213;941.013.869.969.656;144.496.007.665.283;0.278288972578848;0.077444752258991;0.480008897887668;53.832.641.328.649;0.956362580402809;7,46E-141
Image2304;0;529.559.326.171.875;378.572.097.683.393;194.569.292.973.838;0.108259163595697;425.115.834.560.484;189.760.808.834.708;181.281.954.887.218;0.292309853744987;0.085445050596416;0.464692514111957;638.403.701.561.596;0.94235050145813;7,46E-141
Image2305;0;738.626.098.632.813;487.821.766.182.714;220.866.875.330.529;0.212646744386632;345.348.793.655.367;124.044.357.944.938;732.695.260.347.129;0.419720744255796;0.176165503158639;0.659862897213507;275.317.089.452.603;0.976781151306618;7,46E-141
Image2306;0;813.179.016.113.281;526.220.149.882.267;229.394.888.757.851;0.182040850268971;330.883.760.712.569;114.250.589.317.846;787.479.856.402.074;0.385870688701344;0.148896188398849;0.645851314261538;286.445.951.336.258;0.974895895206432;7,46E-141
Image2307;0;141.769.561.767.578;771.195.742.562.349;277.704.112.782.355;0.1172339231398;244.266.070.375.267;644.940.654.342.499;689.762.036.524.626;0.304847596147426;0.092932056876864;0.549067712199903;382.673.441.666.247;0.976709354563264;7,46E-141
Image2308;0;154.384.460.449.219;838.862.969.452.762;289.631.312.093.973;0.170849512213341;226.279.904.763.318;560.863.801.171.323;57.515.286.512.928;0.373043410871987;0.139161386395006;0.597869053645017;324.301.187.980.433;0.981715634125842;7,46E-141
Image2309;1;108.407.287.597.656;851.165.326.308.876;291.747.378.104.564;0.028894205119647;33.166.822.103.428;118.825.615.365.017;958.899.082.568.808;0.146040086989668;0.02132770700795;0.454428500015901;439.274.792.485.802;0.97160350000841;7,46E-141
Image2310;0;107.829.132.080.078;550.359.146.731.878;23.459.734.583.577;0.08135701237308;264.064.904.625.817;723.716.460.667.281;93.760.532.718.658;0.250313242168595;0.062656719204954;0.563519977724182;411.627.609.168.908;0.958165367215578;7,46E-141
Image2311;0;273.907.470.703.125;16.045.363.579.954;126.670.294.781.192;0.196267970601511;521.236.093.147.427;281.555.384.427.711;168.595.621.924.317;0.402071188894962;0.161661240939408;0.572393272388884;556.660.444.595.283;0.917011755505455;7,46E-141
